appMasterHost,appId,runtime
normal_cluster,application_1758535431786_11058,0 days 00:00:29.979000
normal_cluster,application_1758535431786_11057,0 days 00:01:03.692000
normal_cluster,application_1758535431786_11061,0 days 00:00:21.916000
normal_cluster,application_1758535431786_11056,0 days 00:01:17.682000
normal_cluster,application_1758535431786_11060,0 days 00:00:35.535000
normal_cluster,application_1758535431786_11063,0 days 00:00:15.138000
normal_cluster,application_1758535431786_11051,0 days 00:02:24.270000
normal_cluster,application_1758535431786_11066,0 days 00:00:32.803000
normal_cluster,application_1758535431786_10928,0 days 00:15:38.410000
normal_cluster,application_1758535431786_11074,0 days 00:00:40.661000
normal_cluster,application_1758535431786_11076,0 days 00:00:33.998000
normal_cluster,application_1758535431786_11077,0 days 00:00:33.328000
normal_cluster,application_1758535431786_11071,0 days 00:01:19.753000
normal_cluster,application_1758535431786_11073,0 days 00:01:43.402000
normal_cluster,application_1758535431786_11067,0 days 00:01:58.191000
normal_cluster,application_1758535431786_11081,0 days 00:00:22.478000
normal_cluster,application_1758535431786_11078,0 days 00:01:42.972000
normal_cluster,application_1758535431786_11069,0 days 00:02:32.440000
normal_cluster,application_1758535431786_11070,0 days 00:02:36.984000
normal_cluster,application_1758535431786_10926,0 days 00:17:47.622000
normal_cluster,application_1758535431786_11082,0 days 00:00:49.615000
normal_cluster,application_1758535431786_11062,0 days 00:02:51.662000
normal_cluster,application_1758535431786_11085,0 days 00:00:55.311000
normal_cluster,application_1758535431786_11080,0 days 00:02:00.361000
normal_cluster,application_1758535431786_11091,0 days 00:00:47.277000
normal_cluster,application_1758535431786_11068,0 days 00:03:57.039000
normal_cluster,application_1758535431786_11055,0 days 00:05:37.811000
normal_cluster,application_1758535431786_11087,0 days 00:01:12.523000
normal_cluster,application_1758535431786_11098,0 days 00:00:31.546000
normal_cluster,application_1758535431786_11099,0 days 00:00:26.942000
normal_cluster,application_1758535431786_11093,0 days 00:02:20.343000
normal_cluster,application_1758535431786_11101,0 days 00:00:22.295000
normal_cluster,application_1758535431786_11102,0 days 00:00:23.166000
normal_cluster,application_1758535431786_11092,0 days 00:03:12.341000
normal_cluster,application_1758535431786_11096,0 days 00:02:18.136000
normal_cluster,application_1758535431786_10932,0 days 00:21:33.733000
normal_cluster,application_1758535431786_11079,0 days 00:06:11.072000
normal_cluster,application_1758535431786_11103,0 days 00:00:22.361000
normal_cluster,application_1758535431786_11075,0 days 00:07:05.126000
normal_cluster,application_1758535431786_11108,0 days 00:00:20.038000
normal_cluster,application_1758535431786_11107,0 days 00:00:34.881000
normal_cluster,application_1758535431786_11086,0 days 00:05:26.798000
normal_cluster,application_1758535431786_11110,0 days 00:00:27.180000
normal_cluster,application_1758535431786_11084,0 days 00:06:20.303000
normal_cluster,application_1758535431786_11083,0 days 00:06:29.067000
normal_cluster,application_1758535431786_11111,0 days 00:00:41.763000
normal_cluster,application_1758535431786_11097,0 days 00:04:27.488000
normal_cluster,application_1758535431786_11105,0 days 00:02:03.323000
normal_cluster,application_1758535431786_11106,0 days 00:02:04.399000
normal_cluster,application_1758535431786_11113,0 days 00:00:29.706000
normal_cluster,application_1758535431786_11114,0 days 00:00:27.955000
normal_cluster,application_1758535431786_11104,0 days 00:02:39.146000
normal_cluster,application_1758535431786_11115,0 days 00:00:54.931000
normal_cluster,application_1758535431786_11094,0 days 00:06:22.296000
normal_cluster,application_1758535431786_11118,0 days 00:00:35.868000
normal_cluster,application_1758535431786_11095,0 days 00:06:35.383000
normal_cluster,application_1758535431786_11124,0 days 00:00:14.654000
normal_cluster,application_1758535431786_11072,0 days 00:10:40.952000
normal_cluster,application_1758535431786_11132,0 days 00:00:26.389000
normal_cluster,application_1758535431786_11133,0 days 00:00:43.320000
normal_cluster,application_1758535431786_11129,0 days 00:00:58.219000
normal_cluster,application_1758535431786_11088,0 days 00:08:29.884000
normal_cluster,application_1758535431786_11131,0 days 00:01:06.814000
normal_cluster,application_1758535431786_11134,0 days 00:01:04.585000
normal_cluster,application_1758535431786_11120,0 days 00:02:09.536000
normal_cluster,application_1758535431786_11116,0 days 00:02:37.394000
normal_cluster,application_1758535431786_11128,0 days 00:02:00.723000
normal_cluster,application_1758535431786_11123,0 days 00:02:02.607000
normal_cluster,application_1758535431786_11130,0 days 00:01:42.988000
normal_cluster,application_1758535431786_11090,0 days 00:08:58.353000
normal_cluster,application_1758535431786_11119,0 days 00:02:57.376000
normal_cluster,application_1758535431786_11127,0 days 00:02:28.894000
normal_cluster,application_1758535431786_11140,0 days 00:00:19.842000
normal_cluster,application_1758535431786_11145,0 days 00:00:12.499000
normal_cluster,application_1758535431786_11152,0 days 00:00:13.558000
normal_cluster,application_1758535431786_11142,0 days 00:00:27.056000
normal_cluster,application_1758535431786_11147,0 days 00:00:19.444000
normal_cluster,application_1758535431786_11135,0 days 00:01:05.527000
normal_cluster,application_1758535431786_11141,0 days 00:00:31.234000
normal_cluster,application_1758535431786_11144,0 days 00:00:34.088000
normal_cluster,application_1758535431786_11139,0 days 00:01:06.705000
normal_cluster,application_1758535431786_11137,0 days 00:01:22.515000
normal_cluster,application_1758535431786_11121,0 days 00:03:28.715000
normal_cluster,application_1758535431786_11149,0 days 00:00:49.167000
normal_cluster,application_1758535431786_11117,0 days 00:04:21.548000
normal_cluster,application_1758535431786_11100,0 days 00:08:55.295000
normal_cluster,application_1758535431786_11151,0 days 00:01:04.588000
normal_cluster,application_1758535431786_11155,0 days 00:00:30.306000
normal_cluster,application_1758535431786_11153,0 days 00:00:37.938000
normal_cluster,application_1758535431786_11146,0 days 00:01:12.976000
normal_cluster,application_1758535431786_11156,0 days 00:00:37.902000
normal_cluster,application_1758535431786_11122,0 days 00:04:13.778000
normal_cluster,application_1758535431786_11163,0 days 00:00:25.730000
normal_cluster,application_1758535431786_11136,0 days 00:02:26.594000
normal_cluster,application_1758535431786_11157,0 days 00:00:58.112000
normal_cluster,application_1758535431786_11162,0 days 00:00:32.999000
normal_cluster,application_1758535431786_11161,0 days 00:00:37.944000
normal_cluster,application_1758535431786_11165,0 days 00:00:21.300000
normal_cluster,application_1758535431786_11160,0 days 00:00:59.245000
normal_cluster,application_1758535431786_11138,0 days 00:02:40.746000
normal_cluster,application_1758535431786_11143,0 days 00:02:19.812000
normal_cluster,application_1758535431786_11150,0 days 00:02:20.102000
normal_cluster,application_1758535431786_11158,0 days 00:01:22.916000
normal_cluster,application_1758535431786_11167,0 days 00:00:28.994000
normal_cluster,application_1758535431786_11109,0 days 00:07:59.553000
normal_cluster,application_1758535431786_11169,0 days 00:00:24.866000
normal_cluster,application_1758535431786_11148,0 days 00:02:56.535000
normal_cluster,application_1758535431786_11159,0 days 00:02:16.729000
normal_cluster,application_1758535431786_11166,0 days 00:01:20.591000
normal_cluster,application_1758535431786_11174,0 days 00:00:48.655000
normal_cluster,application_1758535431786_11089,0 days 00:13:30.631000
normal_cluster,application_1758535431786_11177,0 days 00:00:20.170000
normal_cluster,application_1758535431786_11176,0 days 00:00:27.294000
normal_cluster,application_1758535431786_11168,0 days 00:02:11.847000
normal_cluster,application_1758535431786_11126,0 days 00:07:07.962000
normal_cluster,application_1758535431786_11178,0 days 00:00:32.868000
normal_cluster,application_1758535431786_11173,0 days 00:02:20.730000
normal_cluster,application_1758535431786_11180,0 days 00:00:33.323000
normal_cluster,application_1758535431786_11175,0 days 00:01:52.164000
normal_cluster,application_1758535431786_11170,0 days 00:02:50.532000
normal_cluster,application_1758535431786_11172,0 days 00:02:42.697000
normal_cluster,application_1758535431786_10771,0 days 00:53:16.378000
normal_cluster,application_1758535431786_11171,0 days 00:03:15.340000
normal_cluster,application_1758535431786_11164,0 days 00:04:11.050000
normal_cluster,application_1758535431786_11181,0 days 00:00:41.105000
normal_cluster,application_1758535431786_11179,0 days 00:01:44.919000
normal_cluster,application_1758535431786_11154,0 days 00:05:49.355000
normal_cluster,application_1758535431786_11183,0 days 00:00:25.555000
normal_cluster,application_1758535431786_11182,0 days 00:01:36.682000
normal_cluster,application_1758535431786_11187,0 days 00:00:14.279000
normal_cluster,application_1758535431786_11188,0 days 00:00:28.743000
normal_cluster,application_1758535431786_11064,0 days 00:20:31.921000
normal_cluster,application_1758535431786_11189,0 days 00:00:29.696000
normal_cluster,application_1758535431786_11112,0 days 00:12:35.467000
normal_cluster,application_1758535431786_11190,0 days 00:00:27.289000
normal_cluster,application_1758535431786_10864,0 days 00:41:53.708000
normal_cluster,application_1758535431786_11186,0 days 00:02:21.069000
normal_cluster,application_1758535431786_11185,0 days 00:03:00.643000
normal_cluster,application_1758535431786_11192,0 days 00:00:44.061000
normal_cluster,application_1758535431786_11191,0 days 00:01:22.913000
normal_cluster,application_1758535431786_11065,0 days 00:22:46.012000
normal_cluster,application_1758535431786_11193,0 days 00:01:05.289000
normal_cluster,application_1758535431786_11194,0 days 00:00:50.217000
normal_cluster,application_1758535431786_11196,0 days 00:00:50.303000
normal_cluster,application_1758535431786_10904,0 days 00:40:04.317000
normal_cluster,application_1758535431786_11199,0 days 00:00:29.557000
normal_cluster,application_1758535431786_11200,0 days 00:00:32.690000
normal_cluster,application_1758535431786_11195,0 days 00:03:10.913000
normal_cluster,application_1758535431786_11198,0 days 00:02:06.764000
normal_cluster,application_1758535431786_11197,0 days 00:03:50.495000
normal_cluster,application_1758535431786_11202,0 days 00:02:34.720000
normal_cluster,application_1758535431786_10848,0 days 00:51:52.777000
normal_cluster,application_1758535431786_11203,0 days 00:02:16.149000
normal_cluster,application_1758535431786_11207,0 days 00:00:29.696000
normal_cluster,application_1758535431786_11219,0 days 00:00:29.433000
normal_cluster,application_1758535431786_11213,0 days 00:00:36.054000
normal_cluster,application_1758535431786_11208,0 days 00:00:41.419000
normal_cluster,application_1758535431786_11220,0 days 00:00:47.914000
normal_cluster,application_1758535431786_11210,0 days 00:00:58.159000
normal_cluster,application_1758535431786_11206,0 days 00:00:59.179000
normal_cluster,application_1758535431786_11222,0 days 00:00:27.678000
normal_cluster,application_1758535431786_11226,0 days 00:00:19.792000
normal_cluster,application_1758535431786_11225,0 days 00:00:36.431000
normal_cluster,application_1758535431786_11224,0 days 00:00:36.817000
normal_cluster,application_1758535431786_11217,0 days 00:01:53.672000
normal_cluster,application_1758535431786_11212,0 days 00:01:55.143000
normal_cluster,application_1758535431786_11227,0 days 00:01:02.856000
normal_cluster,application_1758535431786_11209,0 days 00:02:37.418000
normal_cluster,application_1758535431786_11215,0 days 00:02:40.103000
normal_cluster,application_1758535431786_11230,0 days 00:00:29.265000
normal_cluster,application_1758535431786_11221,0 days 00:02:07.829000
normal_cluster,application_1758535431786_11232,0 days 00:00:20.766000
normal_cluster,application_1758535431786_11233,0 days 00:00:19.563000
normal_cluster,application_1758535431786_11234,0 days 00:00:19.228000
normal_cluster,application_1758535431786_11228,0 days 00:01:18.926000
normal_cluster,application_1758535431786_11229,0 days 00:01:09.246000
normal_cluster,application_1758535431786_11231,0 days 00:00:46.866000
normal_cluster,application_1758535431786_11214,0 days 00:03:28.843000
normal_cluster,application_1758535431786_11238,0 days 00:00:11.616000
normal_cluster,application_1758535431786_11223,0 days 00:02:33.040000
normal_cluster,application_1758535431786_11236,0 days 00:00:27.731000
normal_cluster,application_1758535431786_11244,0 days 00:00:11.953000
normal_cluster,application_1758535431786_11239,0 days 00:00:29.856000
normal_cluster,application_1758535431786_11248,0 days 00:00:16.095000
normal_cluster,application_1758535431786_11245,0 days 00:00:26.785000
normal_cluster,application_1758535431786_11247,0 days 00:00:24.288000
normal_cluster,application_1758535431786_11240,0 days 00:01:30.714000
normal_cluster,application_1758535431786_11242,0 days 00:01:32.025000
normal_cluster,application_1758535431786_11237,0 days 00:01:53.276000
normal_cluster,application_1758535431786_11243,0 days 00:01:43.861000
normal_cluster,application_1758535431786_11125,0 days 00:26:51.586000
normal_cluster,application_1758535431786_8617,0 days 07:47:53.370000
normal_cluster,application_1758535431786_11251,0 days 00:00:33.526000
normal_cluster,application_1758535431786_11184,0 days 00:18:28.208000
normal_cluster,application_1758535431786_11254,0 days 00:00:21.023000
normal_cluster,application_1758535431786_11235,0 days 00:03:15.180000
normal_cluster,application_1758535431786_11260,0 days 00:00:29.895000
normal_cluster,application_1758535431786_11205,0 days 00:06:28.580000
normal_cluster,application_1758535431786_11252,0 days 00:01:02.819000
normal_cluster,application_1758535431786_11249,0 days 00:02:08.300000
normal_cluster,application_1758535431786_11262,0 days 00:00:24.764000
normal_cluster,application_1758535431786_11258,0 days 00:00:59.192000
normal_cluster,application_1758535431786_11250,0 days 00:01:25.191000
normal_cluster,application_1758535431786_11264,0 days 00:00:37.177000
normal_cluster,application_1758535431786_11255,0 days 00:01:29.949000
normal_cluster,application_1758535431786_11253,0 days 00:01:34.516000
normal_cluster,application_1758535431786_11268,0 days 00:00:14.527000
normal_cluster,application_1758535431786_11257,0 days 00:01:38.842000
normal_cluster,application_1758535431786_11267,0 days 00:00:24.559000
normal_cluster,application_1758535431786_11256,0 days 00:01:45.345000
normal_cluster,application_1758535431786_11270,0 days 00:00:25.970000
normal_cluster,application_1758535431786_11266,0 days 00:00:46.488000
normal_cluster,application_1758535431786_11265,0 days 00:00:42.692000
normal_cluster,application_1758535431786_11204,0 days 00:08:03.536000
normal_cluster,application_1758535431786_11273,0 days 00:00:23.104000
normal_cluster,application_1758535431786_11275,0 days 00:00:23.543000
normal_cluster,application_1758535431786_11272,0 days 00:00:29.099000
normal_cluster,application_1758535431786_11271,0 days 00:00:34.252000
normal_cluster,application_1758535431786_11281,0 days 00:00:18.278000
normal_cluster,application_1758535431786_11278,0 days 00:00:55.075000
normal_cluster,application_1758535431786_11269,0 days 00:01:42.904000
normal_cluster,application_1758535431786_11286,0 days 00:00:19.773000
normal_cluster,application_1758535431786_11282,0 days 00:00:36.394000
normal_cluster,application_1758535431786_11284,0 days 00:00:25.220000
normal_cluster,application_1758535431786_11287,0 days 00:00:23.270000
normal_cluster,application_1758535431786_11283,0 days 00:00:27.096000
normal_cluster,application_1758535431786_11285,0 days 00:00:29.979000
normal_cluster,application_1758535431786_11279,0 days 00:01:06.979000
normal_cluster,application_1758535431786_11289,0 days 00:00:23.966000
normal_cluster,application_1758535431786_11276,0 days 00:01:28.670000
normal_cluster,application_1758535431786_11300,0 days 00:00:21.721000
normal_cluster,application_1758535431786_11296,0 days 00:00:23.944000
normal_cluster,application_1758535431786_11293,0 days 00:00:28.913000
normal_cluster,application_1758535431786_11280,0 days 00:01:26.085000
normal_cluster,application_1758535431786_11299,0 days 00:00:32.338000
normal_cluster,application_1758535431786_11263,0 days 00:03:17.007000
normal_cluster,application_1758535431786_11291,0 days 00:00:37.003000
normal_cluster,application_1758535431786_11301,0 days 00:00:34.923000
normal_cluster,application_1758535431786_11294,0 days 00:00:47.128000
normal_cluster,application_1758535431786_11288,0 days 00:01:29.687000
normal_cluster,application_1758535431786_11298,0 days 00:00:56.063000
normal_cluster,application_1758535431786_11306,0 days 00:00:18.553000
normal_cluster,application_1758535431786_11311,0 days 00:00:16.411000
normal_cluster,application_1758535431786_11303,0 days 00:00:25.871000
normal_cluster,application_1758535431786_11305,0 days 00:00:25.290000
normal_cluster,application_1758535431786_11310,0 days 00:00:19.790000
normal_cluster,application_1758535431786_11259,0 days 00:04:32.735000
normal_cluster,application_1758535431786_11307,0 days 00:00:24.929000
normal_cluster,application_1758535431786_11292,0 days 00:01:11.331000
normal_cluster,application_1758535431786_11309,0 days 00:00:23.937000
normal_cluster,application_1758535431786_11302,0 days 00:01:12.633000
normal_cluster,application_1758535431786_11304,0 days 00:00:39.705000
normal_cluster,application_1758535431786_11274,0 days 00:03:00.301000
normal_cluster,application_1758535431786_11297,0 days 00:01:35.428000
normal_cluster,application_1758535431786_11313,0 days 00:00:22.464000
normal_cluster,application_1758535431786_11277,0 days 00:03:06.372000
normal_cluster,application_1758535431786_11318,0 days 00:00:17.589000
normal_cluster,application_1758535431786_11319,0 days 00:00:22.681000
normal_cluster,application_1758535431786_11241,0 days 00:07:31.388000
normal_cluster,application_1758535431786_11320,0 days 00:00:19.654000
normal_cluster,application_1758535431786_11321,0 days 00:00:21.708000
normal_cluster,application_1758535431786_11312,0 days 00:00:45.736000
normal_cluster,application_1758535431786_11317,0 days 00:00:42.057000
normal_cluster,application_1758535431786_11323,0 days 00:00:20.836000
normal_cluster,application_1758535431786_11315,0 days 00:00:59.060000
normal_cluster,application_1758535431786_11322,0 days 00:00:36.681000
normal_cluster,application_1758535431786_11314,0 days 00:01:13.254000
normal_cluster,application_1758535431786_11330,0 days 00:00:16.125000
normal_cluster,application_1758535431786_11261,0 days 00:05:58.410000
normal_cluster,application_1758535431786_11328,0 days 00:00:17.091000
normal_cluster,application_1758535431786_11290,0 days 00:02:59.626000
normal_cluster,application_1758535431786_11325,0 days 00:00:24.038000
normal_cluster,application_1758535431786_11331,0 days 00:00:23.091000
normal_cluster,application_1758535431786_11295,0 days 00:02:44.727000
normal_cluster,application_1758535431786_11326,0 days 00:00:34.358000
normal_cluster,application_1758535431786_11339,0 days 00:00:20.266000
normal_cluster,application_1758535431786_11343,0 days 00:00:18.445000
normal_cluster,application_1758535431786_11342,0 days 00:00:21.409000
normal_cluster,application_1758535431786_11345,0 days 00:00:14.765000
normal_cluster,application_1758535431786_11341,0 days 00:00:35.478000
normal_cluster,application_1758535431786_10597,0 days 01:55:18.970000
normal_cluster,application_1758535431786_10958,0 days 00:57:01.299000
normal_cluster,application_1758535431786_10234,0 days 02:56:34.047000
normal_cluster,application_1758535431786_11327,0 days 00:01:20.361000
normal_cluster,application_1758535431786_11344,0 days 00:00:54.872000
normal_cluster,application_1758535431786_11333,0 days 00:01:25.215000
normal_cluster,application_1758535431786_11308,0 days 00:02:59.891000
normal_cluster,application_1758535431786_11351,0 days 00:00:29.213000
normal_cluster,application_1758535431786_11349,0 days 00:00:45.343000
normal_cluster,application_1758535431786_11350,0 days 00:00:38.156000
normal_cluster,application_1758535431786_11332,0 days 00:01:38.634000
normal_cluster,application_1758535431786_11201,0 days 00:19:41.845000
normal_cluster,application_1758535431786_11354,0 days 00:00:37.992000
normal_cluster,application_1758535431786_11357,0 days 00:00:22.265000
normal_cluster,application_1758535431786_11340,0 days 00:01:39.740000
normal_cluster,application_1758535431786_11358,0 days 00:00:35.959000
normal_cluster,application_1758535431786_11365,0 days 00:00:15.856000
normal_cluster,application_1758535431786_11362,0 days 00:00:26.994000
normal_cluster,application_1758535431786_11372,0 days 00:00:22.121000
normal_cluster,application_1758535431786_11356,0 days 00:00:57.706000
normal_cluster,application_1758535431786_11363,0 days 00:00:38.957000
normal_cluster,application_1758535431786_11334,0 days 00:02:29.686000
normal_cluster,application_1758535431786_11335,0 days 00:02:32.347000
normal_cluster,application_1758535431786_11360,0 days 00:00:57.520000
normal_cluster,application_1758535431786_11324,0 days 00:03:12.928000
normal_cluster,application_1758535431786_11346,0 days 00:02:06.466000
normal_cluster,application_1758535431786_11353,0 days 00:01:41.041000
normal_cluster,application_1758535431786_11369,0 days 00:00:46.177000
normal_cluster,application_1758535431786_11383,0 days 00:00:21.150000
normal_cluster,application_1758535431786_10793,0 days 01:14:59.123000
normal_cluster,application_1758535431786_11381,0 days 00:00:31.336000
normal_cluster,application_1758535431786_11366,0 days 00:00:26.338000
normal_cluster,application_1758535431786_11348,0 days 00:02:18.480000
normal_cluster,application_1758535431786_11316,0 days 00:04:01.598000
normal_cluster,application_1758535431786_11347,0 days 00:02:20.141000
normal_cluster,application_1758535431786_11377,0 days 00:00:44.564000
normal_cluster,application_1758535431786_11375,0 days 00:00:54.682000
normal_cluster,application_1758535431786_11364,0 days 00:00:33.299000
normal_cluster,application_1758535431786_11368,0 days 00:01:11.918000
normal_cluster,application_1758535431786_11380,0 days 00:00:41.230000
normal_cluster,application_1758535431786_11367,0 days 00:01:17.720000
normal_cluster,application_1758535431786_11246,0 days 00:11:00.599000
normal_cluster,application_1758535431786_11387,0 days 00:00:25.772000
normal_cluster,application_1758535431786_11384,0 days 00:00:29.035000
normal_cluster,application_1758535431786_11388,0 days 00:00:25.561000
normal_cluster,application_1758535431786_11378,0 days 00:01:01.105000
normal_cluster,application_1758535431786_11338,0 days 00:03:24.965000
normal_cluster,application_1758535431786_11352,0 days 00:02:32.327000
normal_cluster,application_1758535431786_11336,0 days 00:03:36.243000
normal_cluster,application_1758535431786_11361,0 days 00:02:02.888000
normal_cluster,application_1758535431786_11392,0 days 00:00:29.115000
normal_cluster,application_1758535431786_11359,0 days 00:02:20.834000
normal_cluster,application_1758535431786_11393,0 days 00:00:27.631000
normal_cluster,application_1758535431786_11399,0 days 00:00:23.792000
normal_cluster,application_1758535431786_11403,0 days 00:00:24.094000
normal_cluster,application_1758535431786_11376,0 days 00:01:39.930000
normal_cluster,application_1758535431786_11394,0 days 00:00:36.966000
normal_cluster,application_1758535431786_11370,0 days 00:01:33.758000
normal_cluster,application_1758535431786_11406,0 days 00:00:12.995000
normal_cluster,application_1758535431786_11379,0 days 00:01:48.471000
normal_cluster,application_1758535431786_11398,0 days 00:00:48.881000
normal_cluster,application_1758535431786_11400,0 days 00:00:50.009000
normal_cluster,application_1758535431786_11404,0 days 00:00:37.732000
normal_cluster,application_1758535431786_11405,0 days 00:00:40.916000
normal_cluster,application_1758535431786_11382,0 days 00:02:09.815000
normal_cluster,application_1758535431786_11396,0 days 00:01:16.041000
normal_cluster,application_1758535431786_11337,0 days 00:04:37.517000
normal_cluster,application_1758535431786_11390,0 days 00:01:46.551000
normal_cluster,application_1758535431786_11373,0 days 00:02:43.824000
normal_cluster,application_1758535431786_11397,0 days 00:01:46.320000
normal_cluster,application_1758535431786_11407,0 days 00:01:20.078000
normal_cluster,application_1758535431786_11413,0 days 00:00:20.556000
normal_cluster,application_1758535431786_11412,0 days 00:00:33.070000
normal_cluster,application_1758535431786_11401,0 days 00:02:01.774000
normal_cluster,application_1758535431786_11395,0 days 00:02:12.883000
normal_cluster,application_1758535431786_11410,0 days 00:01:10.819000
normal_cluster,application_1758535431786_11402,0 days 00:01:59.975000
normal_cluster,application_1758535431786_11389,0 days 00:02:46.360000
normal_cluster,application_1758535431786_11411,0 days 00:01:15.108000
normal_cluster,application_1758535431786_11386,0 days 00:03:05.731000
normal_cluster,application_1758535431786_11374,0 days 00:03:51.659000
normal_cluster,application_1758535431786_11418,0 days 00:00:30.456000
normal_cluster,application_1758535431786_11414,0 days 00:00:46.092000
normal_cluster,application_1758535431786_11416,0 days 00:01:13.513000
normal_cluster,application_1758535431786_11417,0 days 00:01:12.309000
normal_cluster,application_1758535431786_11415,0 days 00:01:54.504000
normal_cluster,application_1758535431786_11426,0 days 00:00:36.532000
normal_cluster,application_1758535431786_11430,0 days 00:00:24.292000
normal_cluster,application_1758535431786_11434,0 days 00:00:26.749000
normal_cluster,application_1758535431786_11429,0 days 00:00:34.464000
normal_cluster,application_1758535431786_11409,0 days 00:03:10.921000
normal_cluster,application_1758535431786_11419,0 days 00:01:30.662000
normal_cluster,application_1758535431786_11431,0 days 00:00:41.460000
normal_cluster,application_1758535431786_11425,0 days 00:01:11.297000
normal_cluster,application_1758535431786_11355,0 days 00:06:21.941000
normal_cluster,application_1758535431786_11438,0 days 00:00:26.409000
normal_cluster,application_1758535431786_11435,0 days 00:01:05.705000
normal_cluster,application_1758535431786_11427,0 days 00:01:16.795000
normal_cluster,application_1758535431786_11436,0 days 00:00:49.438000
normal_cluster,application_1758535431786_11440,0 days 00:00:34.940000
normal_cluster,application_1758535431786_11443,0 days 00:00:28.820000
normal_cluster,application_1758535431786_11445,0 days 00:00:38.891000
normal_cluster,application_1758535431786_11439,0 days 00:00:49.936000
normal_cluster,application_1758535431786_11447,0 days 00:00:25.112000
normal_cluster,application_1758535431786_11437,0 days 00:01:34.273000
normal_cluster,application_1758535431786_11421,0 days 00:02:50.240000
normal_cluster,application_1758535431786_11448,0 days 00:00:16.478000
normal_cluster,application_1758535431786_11423,0 days 00:02:50.885000
normal_cluster,application_1758535431786_11433,0 days 00:02:20.006000
normal_cluster,application_1758535431786_11420,0 days 00:03:12.792000
normal_cluster,application_1758535431786_11449,0 days 00:00:27.290000
normal_cluster,application_1758535431786_11422,0 days 00:03:21.881000
normal_cluster,application_1758535431786_11424,0 days 00:03:34.096000
normal_cluster,application_1758535431786_11442,0 days 00:02:07.831000
normal_cluster,application_1758535431786_11428,0 days 00:03:06.710000
normal_cluster,application_1758535431786_11450,0 days 00:00:48.903000
normal_cluster,application_1758535431786_11454,0 days 00:00:28.002000
normal_cluster,application_1758535431786_11452,0 days 00:00:55.378000
normal_cluster,application_1758535431786_11446,0 days 00:02:49.561000
normal_cluster,application_1758535431786_11460,0 days 00:00:25.137000
normal_cluster,application_1758535431786_11456,0 days 00:00:40.220000
normal_cluster,application_1758535431786_11451,0 days 00:01:22.500000
normal_cluster,application_1758535431786_11444,0 days 00:03:14.179000
normal_cluster,application_1758535431786_11461,0 days 00:00:34.964000
normal_cluster,application_1758535431786_11464,0 days 00:00:24.952000
normal_cluster,application_1758535431786_11453,0 days 00:01:27.456000
normal_cluster,application_1758535431786_11329,0 days 00:11:37.616000
normal_cluster,application_1758535431786_11455,0 days 00:01:29.180000
normal_cluster,application_1758535431786_11457,0 days 00:01:19.502000
normal_cluster,application_1758535431786_11459,0 days 00:01:28.619000
normal_cluster,application_1758535431786_11469,0 days 00:00:12.772000
normal_cluster,application_1758535431786_11466,0 days 00:00:53.186000
normal_cluster,application_1758535431786_11462,0 days 00:01:39.673000
normal_cluster,application_1758535431786_11467,0 days 00:00:26.535000
normal_cluster,application_1758535431786_11465,0 days 00:01:11.006000
normal_cluster,application_1758535431786_11463,0 days 00:01:36.580000
normal_cluster,application_1758535431786_11371,0 days 00:10:29.669000
normal_cluster,application_1758535431786_11470,0 days 00:00:19.491000
normal_cluster,application_1758535431786_11474,0 days 00:00:12.263000
normal_cluster,application_1758535431786_11468,0 days 00:01:14.183000
normal_cluster,application_1758535431786_11477,0 days 00:00:17.337000
normal_cluster,application_1758535431786_11478,0 days 00:00:24.746000
normal_cluster,application_1758535431786_11484,0 days 00:00:16.672000
normal_cluster,application_1758535431786_11458,0 days 00:03:14.310000
normal_cluster,application_1758535431786_11473,0 days 00:00:56.499000
normal_cluster,application_1758535431786_11480,0 days 00:00:56.241000
normal_cluster,application_1758535431786_11216,0 days 00:25:23.071000
normal_cluster,application_1758535431786_11476,0 days 00:01:05.387000
normal_cluster,application_1758535431786_11472,0 days 00:01:14.052000
normal_cluster,application_1758535431786_11486,0 days 00:00:25.976000
normal_cluster,application_1758535431786_11481,0 days 00:01:06.704000
normal_cluster,application_1758535431786_11483,0 days 00:01:05.851000
normal_cluster,application_1758535431786_11487,0 days 00:00:36.048000
normal_cluster,application_1758535431786_11475,0 days 00:01:20.480000
normal_cluster,application_1758535431786_11488,0 days 00:00:31.376000
normal_cluster,application_1758535431786_11482,0 days 00:01:46.027000
normal_cluster,application_1758535431786_11485,0 days 00:01:23.545000
normal_cluster,application_1758535431786_11494,0 days 00:00:29.027000
normal_cluster,application_1758535431786_11471,0 days 00:02:22.813000
normal_cluster,application_1758535431786_11490,0 days 00:00:50.144000
normal_cluster,application_1758535431786_11491,0 days 00:00:55.629000
normal_cluster,application_1758535431786_11492,0 days 00:00:38.879000
normal_cluster,application_1758535431786_11489,0 days 00:01:11.748000
normal_cluster,application_1758535431786_11495,0 days 00:01:16.311000
normal_cluster,application_1758535431786_11498,0 days 00:00:44.538000
normal_cluster,application_1758535431786_11500,0 days 00:00:32.189000
normal_cluster,application_1758535431786_11497,0 days 00:01:22.418000
normal_cluster,application_1758535431786_11501,0 days 00:01:06.426000
normal_cluster,application_1758535431786_11479,0 days 00:03:50.778000
normal_cluster,application_1758535431786_11510,0 days 00:01:09.766000
normal_cluster,application_1758535431786_11508,0 days 00:01:15.484000
